row_numb,name,address/location,cusion,rate(ing)
11537,restaurant #11537,"NY, 139 street, 529",Traditional,1
11538,restaurant #11538,"NY, 127 street, 68",Chinese,4
11539,restaurant #11539,"NY, 231 street, 484",Italian,4
11540,restaurant #11540,"NY, 104 street, 378",Traditional,3
11541,restaurant #11541,"NY, 84 street, 459",Chinese,4
11542,restaurant #11542,"NY, 177 street, 566",Chinese,5
11543,restaurant #11543,"NY, 26 street, 547",Traditional,5
11544,restaurant #11544,"NY, 197 street, 527",Chinese,1
11545,restaurant #11545,"NY, 197 street, 547",Traditional,3
11546,restaurant #11546,"NY, 174 street, 363",Italian,1
11547,restaurant #11547,"NY, 215 street, 454",Traditional,2
11548,restaurant #11548,"NY, 164 street, 354",Italian,5
11549,restaurant #11549,"NY, 58 street, 69",Chinese,3
11550,restaurant #11550,"NY, 104 street, 321",Traditional,5
11551,restaurant #11551,"NY, 1 street, 63",Chinese,3
11552,restaurant #11552,"NY, 149 street, 553",Italian,1
11553,restaurant #11553,"NY, 147 street, 558",Italian,5
11554,restaurant #11554,"NY, 235 street, 406",Chinese,3
11555,restaurant #11555,"NY, 9 street, 234",Chinese,4
11556,restaurant #11556,"NY, 5 street, 582",Chinese,2
11557,restaurant #11557,"NY, 132 street, 513",Chinese,4
11558,restaurant #11558,"NY, 214 street, 60",Chinese,2
11559,restaurant #11559,"NY, 171 street, 589",Italian,1
11560,restaurant #11560,"NY, 73 street, 6",Chinese,3
11561,restaurant #11561,"NY, 148 street, 28",Italian,5
11562,restaurant #11562,"NY, 5 street, 587",Chinese,1
11563,restaurant #11563,"NY, 76 street, 313",Chinese,4
11564,restaurant #11564,"NY, 88 street, 387",Chinese,2
11565,restaurant #11565,"NY, 222 street, 130",Chinese,2
11566,restaurant #11566,"NY, 126 street, 383",Italian,3
11567,restaurant #11567,"NY, 189 street, 52",Italian,3
11568,restaurant #11568,"NY, 197 street, 435",Traditional,2
11569,restaurant #11569,"NY, 65 street, 346",Chinese,5
11570,restaurant #11570,"NY, 63 street, 355",Traditional,1
11571,restaurant #11571,"NY, 261 street, 123",Italian,3
11572,restaurant #11572,"NY, 20 street, 34",Chinese,1
11573,restaurant #11573,"NY, 211 street, 579",Chinese,1
11574,restaurant #11574,"NY, 24 street, 464",Chinese,5
11575,restaurant #11575,"NY, 260 street, 564",Italian,2
11576,restaurant #11576,"NY, 153 street, 157",Italian,3
11577,restaurant #11577,"NY, 89 street, 322",Traditional,4
11578,restaurant #11578,"NY, 189 street, 237",Italian,4
11579,restaurant #11579,"NY, 5 street, 351",Italian,4
11580,restaurant #11580,"NY, 1 street, 191",Traditional,5
11581,restaurant #11581,"NY, 104 street, 382",Chinese,3
11582,restaurant #11582,"NY, 23 street, 82",Italian,2
11583,restaurant #11583,"NY, 244 street, 416",Italian,5
11584,restaurant #11584,"NY, 270 street, 371",Italian,3
11585,restaurant #11585,"NY, 199 street, 447",Italian,4
11586,restaurant #11586,"NY, 83 street, 350",Chinese,2
11587,restaurant #11587,"NY, 161 street, 281",Chinese,5
11588,restaurant #11588,"NY, 89 street, 362",Chinese,2
11589,restaurant #11589,"NY, 197 street, 373",Italian,2
11590,restaurant #11590,"NY, 94 street, 87",Chinese,3
11591,restaurant #11591,"NY, 139 street, 450",Traditional,1
11592,restaurant #11592,"NY, 197 street, 182",Traditional,2
11593,restaurant #11593,"NY, 246 street, 9",Italian,5
11594,restaurant #11594,"NY, 161 street, 506",Italian,4
11595,restaurant #11595,"NY, 21 street, 73",Traditional,5
11596,restaurant #11596,"NY, 128 street, 191",Italian,4
11597,restaurant #11597,"NY, 13 street, 356",Italian,5
11598,restaurant #11598,"NY, 148 street, 424",Traditional,4
11599,restaurant #11599,"NY, 203 street, 518",Chinese,4
11600,restaurant #11600,"NY, 166 street, 59",Traditional,5
11601,restaurant #11601,"NY, 230 street, 567",Chinese,1
11602,restaurant #11602,"NY, 138 street, 417",Chinese,4
11603,restaurant #11603,"NY, 11 street, 476",Traditional,3
11604,restaurant #11604,"NY, 199 street, 334",Italian,3
11605,restaurant #11605,"NY, 235 street, 476",Italian,1
11606,restaurant #11606,"NY, 130 street, 196",Traditional,4
11607,restaurant #11607,"NY, 17 street, 123",Traditional,4
11608,restaurant #11608,"NY, 134 street, 206",Italian,3
11609,restaurant #11609,"NY, 114 street, 487",Chinese,3
11610,restaurant #11610,"NY, 130 street, 296",Chinese,5
11611,restaurant #11611,"NY, 151 street, 274",Chinese,5
11612,restaurant #11612,"NY, 114 street, 210",Italian,1
11613,restaurant #11613,"NY, 156 street, 389",Traditional,3
11614,restaurant #11614,"NY, 270 street, 70",Traditional,4
11615,restaurant #11615,"NY, 166 street, 545",Traditional,1
11616,restaurant #11616,"NY, 188 street, 153",Traditional,2
11617,restaurant #11617,"NY, 105 street, 35",Traditional,1
11618,restaurant #11618,"NY, 91 street, 355",Italian,5
11619,restaurant #11619,"NY, 104 street, 163",Traditional,3
11620,restaurant #11620,"NY, 236 street, 111",Chinese,5
11621,restaurant #11621,"NY, 17 street, 152",Traditional,1
11622,restaurant #11622,"NY, 2 street, 141",Traditional,2
11623,restaurant #11623,"NY, 156 street, 346",Chinese,2
11624,restaurant #11624,"NY, 206 street, 476",Traditional,4
11625,restaurant #11625,"NY, 194 street, 526",Chinese,2
11626,restaurant #11626,"NY, 135 street, 91",Italian,4
11627,restaurant #11627,"NY, 143 street, 168",Italian,5
11628,restaurant #11628,"NY, 266 street, 199",Traditional,1
11629,restaurant #11629,"NY, 224 street, 114",Traditional,1
11630,restaurant #11630,"NY, 4 street, 130",Chinese,5
11631,restaurant #11631,"NY, 25 street, 167",Chinese,4
11632,restaurant #11632,"NY, 231 street, 327",Traditional,2
11633,restaurant #11633,"NY, 174 street, 237",Traditional,5
11634,restaurant #11634,"NY, 9 street, 80",Italian,1
11635,restaurant #11635,"NY, 193 street, 485",Italian,2
11636,restaurant #11636,"NY, 171 street, 256",Traditional,1
11637,restaurant #11637,"NY, 26 street, 114",Italian,2
11638,restaurant #11638,"NY, 211 street, 434",Italian,2
11639,restaurant #11639,"NY, 94 street, 301",Italian,2
11640,restaurant #11640,"NY, 90 street, 100",Traditional,4
11641,restaurant #11641,"NY, 266 street, 572",Chinese,2
11642,restaurant #11642,"NY, 265 street, 560",Italian,1
11643,restaurant #11643,"NY, 50 street, 62",Traditional,3
11644,restaurant #11644,"NY, 150 street, 522",Chinese,1
11645,restaurant #11645,"NY, 126 street, 100",Italian,4
11646,restaurant #11646,"NY, 127 street, 122",Chinese,4
11647,restaurant #11647,"NY, 72 street, 351",Italian,3
11648,restaurant #11648,"NY, 20 street, 500",Chinese,5
11649,restaurant #11649,"NY, 51 street, 592",Chinese,3
11650,restaurant #11650,"NY, 140 street, 109",Chinese,4
11651,restaurant #11651,"NY, 120 street, 414",Chinese,3
11652,restaurant #11652,"NY, 47 street, 290",Chinese,5
11653,restaurant #11653,"NY, 137 street, 38",Italian,5
11654,restaurant #11654,"NY, 258 street, 572",Traditional,2
11655,restaurant #11655,"NY, 97 street, 76",Traditional,5
11656,restaurant #11656,"NY, 249 street, 149",Traditional,1
11657,restaurant #11657,"NY, 182 street, 599",Italian,4
11658,restaurant #11658,"NY, 124 street, 127",Traditional,4
11659,restaurant #11659,"NY, 83 street, 570",Chinese,2
11660,restaurant #11660,"NY, 232 street, 584",Chinese,2
11661,restaurant #11661,"NY, 250 street, 47",Italian,1
11662,restaurant #11662,"NY, 165 street, 64",Italian,4
11663,restaurant #11663,"NY, 47 street, 515",Chinese,5
11664,restaurant #11664,"NY, 234 street, 402",Traditional,3
11665,restaurant #11665,"NY, 239 street, 83",Traditional,1
11666,restaurant #11666,"NY, 142 street, 401",Chinese,2
11667,restaurant #11667,"NY, 238 street, 254",Traditional,4
11668,restaurant #11668,"NY, 32 street, 399",Chinese,2
11669,restaurant #11669,"NY, 182 street, 431",Italian,1
11670,restaurant #11670,"NY, 59 street, 10",Italian,1
11671,restaurant #11671,"NY, 244 street, 299",Chinese,3
11672,restaurant #11672,"NY, 112 street, 293",Chinese,2
11673,restaurant #11673,"NY, 170 street, 518",Chinese,1
11674,restaurant #11674,"NY, 266 street, 482",Italian,3
11675,restaurant #11675,"NY, 246 street, 196",Traditional,2
11676,restaurant #11676,"NY, 74 street, 18",Traditional,5
11677,restaurant #11677,"NY, 165 street, 124",Chinese,4
11678,restaurant #11678,"NY, 117 street, 334",Italian,5
11679,restaurant #11679,"NY, 155 street, 43",Italian,2
11680,restaurant #11680,"NY, 171 street, 494",Italian,2
11681,restaurant #11681,"NY, 44 street, 132",Chinese,4
11682,restaurant #11682,"NY, 13 street, 542",Traditional,2
11683,restaurant #11683,"NY, 269 street, 485",Italian,5
11684,restaurant #11684,"NY, 271 street, 293",Italian,4
11685,restaurant #11685,"NY, 39 street, 447",Italian,1
11686,restaurant #11686,"NY, 77 street, 494",Traditional,5
11687,restaurant #11687,"NY, 117 street, 123",Traditional,5
11688,restaurant #11688,"NY, 105 street, 400",Traditional,1
11689,restaurant #11689,"NY, 138 street, 122",Traditional,1
11690,restaurant #11690,"NY, 175 street, 242",Chinese,5
11691,restaurant #11691,"NY, 53 street, 247",Italian,1
11692,restaurant #11692,"NY, 109 street, 9",Italian,3
11693,restaurant #11693,"NY, 101 street, 63",Chinese,1
11694,restaurant #11694,"NY, 77 street, 461",Italian,3
11695,restaurant #11695,"NY, 246 street, 540",Chinese,4
11696,restaurant #11696,"NY, 82 street, 37",Italian,2
11697,restaurant #11697,"NY, 152 street, 434",Italian,1
11698,restaurant #11698,"NY, 264 street, 84",Italian,5
11699,restaurant #11699,"NY, 139 street, 163",Chinese,1
11700,restaurant #11700,"NY, 257 street, 7",Traditional,5
11701,restaurant #11701,"NY, 67 street, 54",Traditional,3
11702,restaurant #11702,"NY, 159 street, 129",Chinese,4
11703,restaurant #11703,"NY, 194 street, 161",Chinese,5
11704,restaurant #11704,"NY, 233 street, 482",Italian,3
11705,restaurant #11705,"NY, 113 street, 399",Italian,5
11706,restaurant #11706,"NY, 102 street, 168",Traditional,4
11707,restaurant #11707,"NY, 201 street, 313",Chinese,3
11708,restaurant #11708,"NY, 242 street, 585",Traditional,4
11709,restaurant #11709,"NY, 59 street, 196",Chinese,4
11710,restaurant #11710,"NY, 190 street, 483",Traditional,2
11711,restaurant #11711,"NY, 161 street, 449",Italian,2
11712,restaurant #11712,"NY, 63 street, 114",Italian,5
11713,restaurant #11713,"NY, 129 street, 331",Chinese,4
11714,restaurant #11714,"NY, 8 street, 237",Chinese,2
11715,restaurant #11715,"NY, 56 street, 265",Traditional,3
11716,restaurant #11716,"NY, 174 street, 266",Chinese,2
11717,restaurant #11717,"NY, 245 street, 549",Chinese,2
11718,restaurant #11718,"NY, 79 street, 207",Traditional,5
11719,restaurant #11719,"NY, 46 street, 172",Italian,4
11720,restaurant #11720,"NY, 79 street, 183",Italian,5
11721,restaurant #11721,"NY, 217 street, 178",Chinese,3
11722,restaurant #11722,"NY, 264 street, 125",Italian,4
11723,restaurant #11723,"NY, 244 street, 485",Italian,5
11724,restaurant #11724,"NY, 140 street, 442",Traditional,1
11725,restaurant #11725,"NY, 70 street, 250",Chinese,3
11726,restaurant #11726,"NY, 142 street, 43",Italian,1
11727,restaurant #11727,"NY, 126 street, 3",Chinese,1
11728,restaurant #11728,"NY, 85 street, 196",Traditional,2
11729,restaurant #11729,"NY, 54 street, 341",Chinese,1
11730,restaurant #11730,"NY, 250 street, 300",Traditional,4
11731,restaurant #11731,"NY, 121 street, 589",Italian,4
11732,restaurant #11732,"NY, 140 street, 585",Traditional,5
11733,restaurant #11733,"NY, 197 street, 423",Traditional,5
11734,restaurant #11734,"NY, 136 street, 188",Chinese,2
11735,restaurant #11735,"NY, 134 street, 494",Chinese,5
11736,restaurant #11736,"NY, 234 street, 229",Chinese,3
11737,restaurant #11737,"NY, 166 street, 139",Chinese,1
11738,restaurant #11738,"NY, 111 street, 397",Chinese,4
11739,restaurant #11739,"NY, 136 street, 128",Chinese,2
11740,restaurant #11740,"NY, 129 street, 529",Traditional,1
11741,restaurant #11741,"NY, 254 street, 87",Italian,5
11742,restaurant #11742,"NY, 66 street, 44",Chinese,5
11743,restaurant #11743,"NY, 147 street, 341",Traditional,1
11744,restaurant #11744,"NY, 104 street, 261",Traditional,1
11745,restaurant #11745,"NY, 53 street, 242",Traditional,2
11746,restaurant #11746,"NY, 207 street, 255",Italian,4
11747,restaurant #11747,"NY, 271 street, 400",Chinese,2
11748,restaurant #11748,"NY, 51 street, 528",Chinese,5
11749,restaurant #11749,"NY, 96 street, 382",Italian,4
11750,restaurant #11750,"NY, 203 street, 15",Chinese,5
11751,restaurant #11751,"NY, 144 street, 30",Italian,3
11752,restaurant #11752,"NY, 263 street, 422",Italian,5
11753,restaurant #11753,"NY, 191 street, 361",Italian,2
11754,restaurant #11754,"NY, 98 street, 147",Italian,2
11755,restaurant #11755,"NY, 213 street, 406",Italian,4
11756,restaurant #11756,"NY, 265 street, 578",Italian,3
11757,restaurant #11757,"NY, 131 street, 596",Italian,2
11758,restaurant #11758,"NY, 165 street, 243",Italian,5
11759,restaurant #11759,"NY, 9 street, 365",Italian,2
11760,restaurant #11760,"NY, 227 street, 69",Traditional,1
11761,restaurant #11761,"NY, 166 street, 294",Traditional,3
11762,restaurant #11762,"NY, 200 street, 503",Italian,3
11763,restaurant #11763,"NY, 32 street, 427",Chinese,1
11764,restaurant #11764,"NY, 48 street, 516",Traditional,1
11765,restaurant #11765,"NY, 10 street, 107",Italian,2
11766,restaurant #11766,"NY, 191 street, 199",Chinese,3
11767,restaurant #11767,"NY, 109 street, 383",Traditional,3
11768,restaurant #11768,"NY, 265 street, 180",Chinese,5
11769,restaurant #11769,"NY, 130 street, 430",Chinese,4
11770,restaurant #11770,"NY, 270 street, 235",Traditional,5
11771,restaurant #11771,"NY, 156 street, 350",Italian,2
11772,restaurant #11772,"NY, 21 street, 587",Traditional,2
11773,restaurant #11773,"NY, 171 street, 530",Italian,2
11774,restaurant #11774,"NY, 127 street, 10",Chinese,2
11775,restaurant #11775,"NY, 150 street, 350",Chinese,2
11776,restaurant #11776,"NY, 141 street, 372",Italian,4
11777,restaurant #11777,"NY, 21 street, 220",Italian,4
11778,restaurant #11778,"NY, 5 street, 552",Chinese,2
11779,restaurant #11779,"NY, 219 street, 211",Italian,1
11780,restaurant #11780,"NY, 222 street, 384",Traditional,1
11781,restaurant #11781,"NY, 128 street, 574",Chinese,4
11782,restaurant #11782,"NY, 49 street, 241",Italian,4
11783,restaurant #11783,"NY, 230 street, 542",Chinese,4
11784,restaurant #11784,"NY, 68 street, 436",Chinese,1
11785,restaurant #11785,"NY, 211 street, 292",Traditional,1
11786,restaurant #11786,"NY, 6 street, 177",Traditional,1
11787,restaurant #11787,"NY, 191 street, 286",Traditional,3
11788,restaurant #11788,"NY, 193 street, 54",Traditional,5
11789,restaurant #11789,"NY, 154 street, 105",Chinese,4
11790,restaurant #11790,"NY, 240 street, 419",Italian,2
11791,restaurant #11791,"NY, 171 street, 306",Traditional,3
11792,restaurant #11792,"NY, 234 street, 94",Chinese,2
11793,restaurant #11793,"NY, 189 street, 139",Traditional,1
11794,restaurant #11794,"NY, 248 street, 254",Traditional,3
11795,restaurant #11795,"NY, 109 street, 403",Traditional,2
11796,restaurant #11796,"NY, 135 street, 485",Chinese,2
11797,restaurant #11797,"NY, 244 street, 521",Italian,4
11798,restaurant #11798,"NY, 90 street, 206",Italian,2
11799,restaurant #11799,"NY, 237 street, 114",Italian,4
11800,restaurant #11800,"NY, 104 street, 280",Chinese,4
11801,restaurant #11801,"NY, 15 street, 54",Traditional,3
11802,restaurant #11802,"NY, 263 street, 59",Chinese,2
11803,restaurant #11803,"NY, 192 street, 2",Chinese,4
11804,restaurant #11804,"NY, 16 street, 353",Chinese,5
11805,restaurant #11805,"NY, 44 street, 534",Chinese,1
11806,restaurant #11806,"NY, 134 street, 509",Chinese,3
11807,restaurant #11807,"NY, 124 street, 286",Traditional,2
11808,restaurant #11808,"NY, 74 street, 240",Traditional,3
11809,restaurant #11809,"NY, 95 street, 436",Chinese,2
11810,restaurant #11810,"NY, 85 street, 597",Traditional,2
11811,restaurant #11811,"NY, 100 street, 412",Italian,3
11812,restaurant #11812,"NY, 19 street, 550",Traditional,1
11813,restaurant #11813,"NY, 117 street, 260",Italian,1
11814,restaurant #11814,"NY, 42 street, 51",Traditional,4
11815,restaurant #11815,"NY, 162 street, 312",Traditional,2
11816,restaurant #11816,"NY, 200 street, 353",Chinese,2
11817,restaurant #11817,"NY, 202 street, 541",Traditional,3
11818,restaurant #11818,"NY, 200 street, 202",Traditional,3
11819,restaurant #11819,"NY, 202 street, 75",Chinese,2
11820,restaurant #11820,"NY, 22 street, 72",Italian,3
11821,restaurant #11821,"NY, 112 street, 121",Chinese,1
11822,restaurant #11822,"NY, 21 street, 275",Italian,2
11823,restaurant #11823,"NY, 235 street, 246",Italian,3
11824,restaurant #11824,"NY, 201 street, 173",Italian,1
11825,restaurant #11825,"NY, 57 street, 1",Traditional,2
11826,restaurant #11826,"NY, 88 street, 436",Chinese,3
11827,restaurant #11827,"NY, 96 street, 398",Traditional,3
11828,restaurant #11828,"NY, 152 street, 493",Chinese,3
11829,restaurant #11829,"NY, 172 street, 249",Chinese,4
11830,restaurant #11830,"NY, 55 street, 301",Traditional,5
11831,restaurant #11831,"NY, 102 street, 290",Traditional,5
11832,restaurant #11832,"NY, 49 street, 394",Traditional,5
11833,restaurant #11833,"NY, 255 street, 398",Italian,3
11834,restaurant #11834,"NY, 104 street, 373",Chinese,3
11835,restaurant #11835,"NY, 212 street, 340",Italian,4
11836,restaurant #11836,"NY, 98 street, 92",Chinese,2
11837,restaurant #11837,"NY, 47 street, 104",Chinese,1
11838,restaurant #11838,"NY, 122 street, 225",Traditional,4
11839,restaurant #11839,"NY, 158 street, 57",Traditional,5
11840,restaurant #11840,"NY, 207 street, 31",Italian,4
11841,restaurant #11841,"NY, 137 street, 598",Chinese,3
11842,restaurant #11842,"NY, 57 street, 590",Traditional,1
11843,restaurant #11843,"NY, 135 street, 428",Traditional,1
11844,restaurant #11844,"NY, 35 street, 168",Italian,3
11845,restaurant #11845,"NY, 103 street, 402",Traditional,2
11846,restaurant #11846,"NY, 152 street, 471",Italian,3
11847,restaurant #11847,"NY, 50 street, 224",Chinese,3
11848,restaurant #11848,"NY, 27 street, 531",Chinese,1
11849,restaurant #11849,"NY, 73 street, 543",Traditional,2
11850,restaurant #11850,"NY, 43 street, 348",Chinese,3
11851,restaurant #11851,"NY, 7 street, 315",Chinese,4
11852,restaurant #11852,"NY, 45 street, 417",Chinese,1
11853,restaurant #11853,"NY, 27 street, 443",Chinese,1
11854,restaurant #11854,"NY, 145 street, 478",Traditional,4
11855,restaurant #11855,"NY, 194 street, 261",Chinese,5
11856,restaurant #11856,"NY, 120 street, 295",Italian,1
11857,restaurant #11857,"NY, 151 street, 1",Italian,1
11858,restaurant #11858,"NY, 144 street, 272",Chinese,5
11859,restaurant #11859,"NY, 270 street, 365",Traditional,2
11860,restaurant #11860,"NY, 64 street, 478",Italian,5
11861,restaurant #11861,"NY, 248 street, 159",Italian,1
11862,restaurant #11862,"NY, 25 street, 46",Italian,2
11863,restaurant #11863,"NY, 56 street, 351",Chinese,3
11864,restaurant #11864,"NY, 180 street, 328",Traditional,1
11865,restaurant #11865,"NY, 18 street, 374",Traditional,2
11866,restaurant #11866,"NY, 215 street, 26",Traditional,2
11867,restaurant #11867,"NY, 162 street, 372",Chinese,4
11868,restaurant #11868,"NY, 211 street, 159",Italian,3
11869,restaurant #11869,"NY, 236 street, 562",Chinese,3
11870,restaurant #11870,"NY, 200 street, 15",Chinese,4
11871,restaurant #11871,"NY, 138 street, 586",Italian,1
11872,restaurant #11872,"NY, 240 street, 308",Chinese,2
11873,restaurant #11873,"NY, 15 street, 268",Chinese,5
11874,restaurant #11874,"NY, 158 street, 283",Italian,5
11875,restaurant #11875,"NY, 240 street, 519",Italian,4
11876,restaurant #11876,"NY, 30 street, 427",Chinese,2
11877,restaurant #11877,"NY, 59 street, 504",Chinese,2
11878,restaurant #11878,"NY, 240 street, 204",Traditional,1
11879,restaurant #11879,"NY, 199 street, 154",Traditional,2
11880,restaurant #11880,"NY, 90 street, 377",Chinese,4
11881,restaurant #11881,"NY, 204 street, 118",Italian,1
11882,restaurant #11882,"NY, 15 street, 294",Italian,5
11883,restaurant #11883,"NY, 129 street, 60",Italian,1
11884,restaurant #11884,"NY, 13 street, 70",Italian,1
11885,restaurant #11885,"NY, 177 street, 243",Italian,4
11886,restaurant #11886,"NY, 145 street, 280",Traditional,4
11887,restaurant #11887,"NY, 88 street, 402",Traditional,4
11888,restaurant #11888,"NY, 229 street, 548",Traditional,4
11889,restaurant #11889,"NY, 154 street, 572",Italian,3
11890,restaurant #11890,"NY, 12 street, 347",Traditional,3
11891,restaurant #11891,"NY, 32 street, 45",Traditional,3
11892,restaurant #11892,"NY, 122 street, 333",Traditional,1
11893,restaurant #11893,"NY, 155 street, 125",Chinese,3
11894,restaurant #11894,"NY, 5 street, 291",Chinese,3
11895,restaurant #11895,"NY, 70 street, 93",Chinese,1
11896,restaurant #11896,"NY, 165 street, 444",Traditional,5
11897,restaurant #11897,"NY, 134 street, 338",Chinese,5
11898,restaurant #11898,"NY, 142 street, 434",Italian,1
11899,restaurant #11899,"NY, 179 street, 176",Italian,2
11900,restaurant #11900,"NY, 65 street, 421",Chinese,1
11901,restaurant #11901,"NY, 218 street, 63",Traditional,2
11902,restaurant #11902,"NY, 89 street, 529",Italian,3
11903,restaurant #11903,"NY, 239 street, 533",Traditional,2
11904,restaurant #11904,"NY, 157 street, 243",Chinese,5
11905,restaurant #11905,"NY, 90 street, 381",Italian,1
11906,restaurant #11906,"NY, 245 street, 199",Traditional,1
11907,restaurant #11907,"NY, 233 street, 291",Traditional,4
11908,restaurant #11908,"NY, 93 street, 379",Traditional,5
11909,restaurant #11909,"NY, 107 street, 136",Italian,2
11910,restaurant #11910,"NY, 136 street, 449",Traditional,3
11911,restaurant #11911,"NY, 233 street, 495",Italian,1
11912,restaurant #11912,"NY, 16 street, 162",Italian,3
11913,restaurant #11913,"NY, 28 street, 388",Italian,2
11914,restaurant #11914,"NY, 172 street, 494",Traditional,5
11915,restaurant #11915,"NY, 167 street, 191",Traditional,4
11916,restaurant #11916,"NY, 22 street, 236",Traditional,3
11917,restaurant #11917,"NY, 228 street, 188",Traditional,3
11918,restaurant #11918,"NY, 151 street, 532",Italian,3
11919,restaurant #11919,"NY, 208 street, 415",Traditional,2
11920,restaurant #11920,"NY, 4 street, 544",Italian,4
11921,restaurant #11921,"NY, 73 street, 384",Traditional,4
11922,restaurant #11922,"NY, 168 street, 225",Italian,3
11923,restaurant #11923,"NY, 11 street, 492",Traditional,3
11924,restaurant #11924,"NY, 133 street, 525",Traditional,3
11925,restaurant #11925,"NY, 96 street, 541",Chinese,2
11926,restaurant #11926,"NY, 144 street, 191",Italian,4
11927,restaurant #11927,"NY, 219 street, 585",Traditional,5
11928,restaurant #11928,"NY, 150 street, 479",Traditional,4
11929,restaurant #11929,"NY, 49 street, 11",Chinese,2
11930,restaurant #11930,"NY, 261 street, 195",Chinese,3
11931,restaurant #11931,"NY, 257 street, 18",Traditional,3
11932,restaurant #11932,"NY, 27 street, 273",Italian,1
11933,restaurant #11933,"NY, 175 street, 514",Traditional,4
11934,restaurant #11934,"NY, 10 street, 426",Traditional,1
11935,restaurant #11935,"NY, 44 street, 210",Chinese,2
11936,restaurant #11936,"NY, 29 street, 42",Italian,3
11937,restaurant #11937,"NY, 73 street, 568",Chinese,1
11938,restaurant #11938,"NY, 143 street, 447",Traditional,1
11939,restaurant #11939,"NY, 48 street, 221",Italian,2
11940,restaurant #11940,"NY, 172 street, 560",Italian,2
11941,restaurant #11941,"NY, 182 street, 450",Chinese,4
11942,restaurant #11942,"NY, 256 street, 124",Italian,5
11943,restaurant #11943,"NY, 122 street, 73",Italian,3
11944,restaurant #11944,"NY, 216 street, 447",Traditional,3
11945,restaurant #11945,"NY, 141 street, 500",Chinese,2
11946,restaurant #11946,"NY, 213 street, 397",Italian,4
11947,restaurant #11947,"NY, 91 street, 139",Italian,5
11948,restaurant #11948,"NY, 50 street, 155",Italian,2
11949,restaurant #11949,"NY, 253 street, 356",Chinese,2
11950,restaurant #11950,"NY, 155 street, 109",Traditional,4
11951,restaurant #11951,"NY, 228 street, 61",Italian,1
11952,restaurant #11952,"NY, 133 street, 36",Traditional,1
11953,restaurant #11953,"NY, 187 street, 254",Traditional,5
11954,restaurant #11954,"NY, 142 street, 266",Italian,2
11955,restaurant #11955,"NY, 109 street, 185",Traditional,5
11956,restaurant #11956,"NY, 74 street, 314",Traditional,4
11957,restaurant #11957,"NY, 199 street, 246",Italian,3
11958,restaurant #11958,"NY, 264 street, 228",Chinese,4
11959,restaurant #11959,"NY, 82 street, 289",Chinese,3
11960,restaurant #11960,"NY, 19 street, 169",Italian,5
11961,restaurant #11961,"NY, 207 street, 594",Chinese,3
11962,restaurant #11962,"NY, 227 street, 510",Chinese,4
11963,restaurant #11963,"NY, 192 street, 73",Italian,4
11964,restaurant #11964,"NY, 112 street, 456",Chinese,4
11965,restaurant #11965,"NY, 262 street, 94",Chinese,5
11966,restaurant #11966,"NY, 216 street, 597",Italian,3
11967,restaurant #11967,"NY, 115 street, 103",Chinese,1
11968,restaurant #11968,"NY, 96 street, 357",Chinese,4
11969,restaurant #11969,"NY, 46 street, 68",Traditional,2
11970,restaurant #11970,"NY, 261 street, 144",Italian,3
11971,restaurant #11971,"NY, 217 street, 173",Italian,3
11972,restaurant #11972,"NY, 157 street, 9",Chinese,3
11973,restaurant #11973,"NY, 247 street, 300",Traditional,5
11974,restaurant #11974,"NY, 53 street, 79",Italian,4
11975,restaurant #11975,"NY, 121 street, 67",Traditional,1
11976,restaurant #11976,"NY, 68 street, 294",Chinese,4
11977,restaurant #11977,"NY, 76 street, 339",Traditional,5
11978,restaurant #11978,"NY, 105 street, 261",Chinese,4
11979,restaurant #11979,"NY, 185 street, 3",Italian,5
11980,restaurant #11980,"NY, 32 street, 126",Italian,2
11981,restaurant #11981,"NY, 138 street, 557",Chinese,5
11982,restaurant #11982,"NY, 81 street, 121",Italian,1
11983,restaurant #11983,"NY, 231 street, 29",Italian,1
11984,restaurant #11984,"NY, 155 street, 133",Chinese,2
11985,restaurant #11985,"NY, 168 street, 474",Chinese,5
11986,restaurant #11986,"NY, 225 street, 448",Chinese,1
11987,restaurant #11987,"NY, 254 street, 153",Italian,1
11988,restaurant #11988,"NY, 169 street, 171",Traditional,3
11989,restaurant #11989,"NY, 180 street, 437",Traditional,3
11990,restaurant #11990,"NY, 212 street, 427",Traditional,4
11991,restaurant #11991,"NY, 35 street, 180",Italian,1
11992,restaurant #11992,"NY, 16 street, 461",Chinese,3
11993,restaurant #11993,"NY, 94 street, 288",Traditional,1
11994,restaurant #11994,"NY, 135 street, 402",Traditional,2
11995,restaurant #11995,"NY, 63 street, 143",Traditional,1
11996,restaurant #11996,"NY, 58 street, 79",Traditional,3
11997,restaurant #11997,"NY, 11 street, 173",Italian,5
11998,restaurant #11998,"NY, 258 street, 581",Traditional,2
11999,restaurant #11999,"NY, 38 street, 589",Chinese,5
12000,restaurant #12000,"NY, 25 street, 511",Chinese,5
12001,restaurant #12001,"NY, 138 street, 451",Chinese,5
12002,restaurant #12002,"NY, 44 street, 434",Traditional,5
12003,restaurant #12003,"NY, 186 street, 317",Italian,4
12004,restaurant #12004,"NY, 218 street, 484",Italian,1
12005,restaurant #12005,"NY, 233 street, 157",Chinese,3
12006,restaurant #12006,"NY, 261 street, 118",Chinese,5
12007,restaurant #12007,"NY, 172 street, 126",Italian,3
